"0x7dafcbb75fede892220844f71c42c13d3128ccf0","292,291.3","No"
"0xf164c6d505f9d3554c4de287b2e60165fa4cc185","288,000","No"
"0x92931dfc7def5beda997b3a8e1ee9df6f3eef550","280,719.15","No"
"0x8859aa00b2be7790b72474d916ca6ccaa56739e9","266,050.63","No"
"0x6f771d9cd066dc363c813fea97f7618083d3d5d2","263,341.9","No"
"0xbe570f1cb346d58973a1a9117b874893b88c9974","237,032.343448391","No"
"0x7f567858aa420ba6d929e05335eaa07e02e69b02","236,061.2","No"
"0x6a616e67799b02bd5d98aa9b95ed675f0c44c72c","223,888.412523193","No"
"0x64f107e463db864f5956b5a53faed4ec4ee2d234","220,000","No"
"0x0a913f1fddba6942cb0e930a3096199f58ff1417","218,992.30971887","No"
"0xea17177592fd6b8291667e0f3280085f54e6f228","203,852.29","No"
"0xd1037b6721c060a2778330f0eeee99014a561de6","203,649.596130557","No"
"0x833b459682cd4469c0d4cb0c6861eb25be77ebe8","203,178.741226039","No"
"0xa2a05da78eeb00b7fbfc1712a0d5e4f9eb11366c","199,061.874507426","No"
"0x17c5edd5ec7f91b44b5b2c487ab659f51fadb250","196,513","No"
"0x7ded738905a3cd36c3a3172c3a04ee6483649a5a","192,667.6","No"
"0x1b6ab1b64b0a507f70fbd8254dab2e0a6f46e482","175,198.74","No"
"0xdc0640c9ec53b4cd6af465ad8bb9724cf08fd8f9","168,038.651248185","No"
"0xde65b57693c803b50aea028959020a9bab00d7fb","166,677.75","No"
"0x42a39381e1b0cbf1997222c88ca437bf1e667b1c","157,223.304106366","No"
"0xb061d5576c86b9d46f0c76b5776cd577b5512ce2","156,472.774531005","No"
"0x7f146c38812962022310d5cd107de46e3dde816f","154,214.750786431","No"
"0x6e5cce5f25bdbb16c577a6650d3bd4e61a12977f","153,606.6724902","No"
"0xa44d95c8ba270efdc3bf46704b54380248d9ab40","148,575.375","No"
"0x05ecd9ad6c2e8e35c7c3aca1f52da21b4d96f3a5","144,541.311979171","No"
"0xe3eb55a83e12c878fdf651989c507a7d5ab7c80c","143,250","No"
"0xdc1c441424926af228f1f09de053f822006680ae","142,150.614463996","No"
"0x5323272363f0904704dbe783763b4292ff226ca8","126,903.16","No"
"0xdb4f1adf811b0140d84acfcecc8e0f321f44b37d","118,185.91","No"
"0x41a36cbe22c2eb158d3ae8a2139eb6c7a9ac341f","112,068.95","No"
"0xa096520c469a9aee67b3b86eab37e66e4801b644","110,224.7","No"
"0x4377ef1d541ff61264c6ca6a170d5902186a570a","110,000.061624072","No"
"0x96031c0ab38b9bfb76311fe967e4d2bf29ec0ab3","104,724.2","No"
"0xa34354785d97dcf29d70ea7c47e821a831c420e8","102,795.551289394","No"
"0xb66268cfaf1219f4faf0473ce40ed4631a1e1829","100,590.75","No"
"0xe5047b99b3f9e770dbf862b3603ec2436ce91242","100,010.1","No"
"0xed87411601a77f31306dbe63f9724cdb809cebcf","95,000","No"
"0x446da4cb316ecdb3f22f2a67f4531dffbc9b1ee1","93,745.461118422","No"
"0xe928946e1fd21d1da3bdf4b5a4438048edbcdcbe","89,148","No"
"0x49f967539de6a650d29f49f937f161394e9cccd9","79,521.57","No"
"0x844d12c358177c7f71ed91d3a1cc420a4fed9cf1","77,958.730508411","No"
"0x029405b50753d07b715c339bd9edfe8627e03abe","75,233.35","No"
"0xcf26ce338682b11dee4f342f292fb701068b8547","72,769.7","No"
"0x08e0f1255a3a485a2e5309eca01affd7b09da8ca","69,053.819537339","No"
"0x40b4d67e4468c00551dc7462da2eafe0630a711f","63,948.3","No"
"0x0fedf1d73ed1fda323d8509786029a491919f8bc","63,376.795208538","No"
"0x2206c15ebe547d6ada2c198320c1535e8e630a49","59,188.045117465","No"
"0x90fd507540792db08b558bf7ebd6878814e80ce7","57,464.7","No"
"0xf0ebba69c7b85c64972057ae19e6ebc0d8b54872","55,910.35","No"
"0x331eccf05b989b03b1ce1eebf2acf78edb28da86","55,809.6","No"
"0x1381bbbd88f92b339f3edaaf19018400c1725d12","54,539.5","No"
"0x0295ca94bbef2b3664baf20ab0a8a6a49ce9700a","54,266.847225366","No"
"0xace4f4759ae94a2e855db80f577ccb48839964d9","53,918.2","No"
"0xb1fdde806b95298fe6cd5192e0850e53c3216eea","52,466.182841042","No"
"0xc953bd668ea47555dfa96bbaf1cfeb7965774de8","50,000","No"
"0x089e6be7b0cc5b7b7b27244704710c93b13ad5b5","48,999","No"
"0xdf65962004658c828e866f065a7883cfd8eb00c3","47,888","No"
"0xe8c917bb4a729e6fa195e03c036f04289f148442","47,742.921413721","No"
"0x737a0f4b1214c74d19653530a54f36566db7ac0e","47,500","No"
"0xe0ea37d94b0433c6548f30e1909f6075930cfb1f","46,444","No"
"0xc03377d09be2613554d3bb00ea8189429b426d61","45,885","No"
"0x3387de428b667eef320bb1833338ee6c5dc950a3","45,000","No"
"0x7cff64b2cfe971d5ae347a0bcebba1670e4b5018","43,757.305838522","No"
"0x08545bec2771584d47d04d1ae5cb55a5c2c7da29","42,155.3","No"
"0x0382705f6a3a6dc63e76896bda9d280f3caaf102","40,000","No"

