"0x1367813a981e0a0e139048d64422a5251cd6e393","1,696,632.189111827","No"
"0x4a2bbe8871616eeb4e360c2c7129409b69bc2367","1,054,514.079049377","No"
"0x418b84d4712fe03f858384186b20397de1281a05","1,000,000","No"
"0x2188f909743586b9cc7297e70a5aaab9e65628a4","1,000,000","No"
"0x97b486746f8429fcfb53dd736e44fbb8689436cd","823,588.2","No"
"0x00f6913d58cd6f5e5d69be96f4ac0cd2ebbb43d2","711,815.29102871","No"
"0x7a03334d2d7c041cb0bff599730803a9e10ca44e","701,262.830193131","No"
"0x85ae4e47ea4119c9e0ce42af38e17a2f6394958f","691,235.156143401","No"
"0xb20a59e39676a3b3f2f1fc7141c0846689bcba88","623,863.674678977","No"
"0xcfccdc72450fc1755df649eca6ef4c793353b795","591,391.123735614","No"
"0x50a0fd3f352999df7cab5dc254a451c5e50cae38","586,948.549329736","No"
"0x58d9fa0e92d17f9752d5f4ff0bd307b75058c646","548,332.000620736","No"
"0x45c5606ffd66c913bd7b9ee0da1201bb66074d06","499,185","No"
"0xd7f9789a25a7d96e55d667e714e668e0702e265c","493,500","No"
"0x837c7253b6baa38320616f570add6f6928ab1138","475,500","No"
"0xb8f360e4428b692b7ce00a9d1b8d78d90b55f865","460,750","No"
"0x81a771b6d06c56ed0818a0983fe1cc9cbb9d9551","455,000","No"
"0x547584f2b91de072fbe0b3154935ef64f54e9ff8","450,000","No"
"0x4d46cf9c3e67ddf606a607bd637543091b98941a","427,500","No"
"0xaba87cc34b301fef1df8dc350bccfb7ae5407651","396,749.38","No"
"0xdf4489a2653ca5d56632cef7f160bc39f5c3d7cb","377,325.75","No"
"0x52b44ca3bc331de76ab481644aa768e266875570","375,500","No"
"0x7f7dd788ad9d7c694a0a890a4e35ca90999bef02","368,587.8","No"
"0x68237adf5447380f89279272463082c05d196d67","352,053.4","No"
"0xfb959ee5e87c933839daf73f69334843061f8a23","350,900.95","No"
"0xeeee0d2f8aa27d874a2cb5cd36043ac8cc7b21a0","342,427.225738512","No"
"0x5dc0559917e1e8fd1a676a6e11e5313961adf8e5","321,152.25","No"
"0x897b3c78e7eefb0127a162788aad44f81fe82fab","320,500.55","No"
"0x9d764e7105724376f0b135603047b74dc5dba348","319,928.012697627","No"
"0x8af6318a3abd13a5bd839d79da011b29957ef2e4","304,992.6","No"
"0xe0dcc5c5ad25d685832cf186ed31c396a90d0cd3","300,461.642706751","No"
"0x39e3da0002e45f29be35f9b7c456788eee26f643","300,000","No"
"0xc877805faef288c6432d157015f5915ec90dc2d3","295,035.297946956","No"
"0x0d9b9766e6fc7fd7743c7c9c3305b9458434620f","292,570.85","No"
